"Language","original","german","english","czech","russian","polish","hungarian","italian","spanish","french","chinese","japanese","portuguese","chinesesimp",
"lb_ag_marker_airdrop_arrived","Airdrop Arrived","Airdrop abgeworfen","Airdrop Arrived","Airdrop Arrived","Airdrop Arrived","Airdrop Wylądował","Airdrop Arrived","Airdrop Arrived","Airdrop Arrived","Airdrop Arrived","Airdrop Arrived","Airdrop Arrived","Airdrop Arrived","Airdrop Arrived",
"lb_ag_marker_death_pos","Death Position","Todespunkt","Death Position","Death Position","Место смерти","Pozycja Śmierci","Death Position","Death Position","Death Position","Death Position","Death Position","Death Position","Death Position","Death Position",
"lb_ag_unknown","Unknown","Unbekannt","Unknown","Unknown","Unknown","Nieznany","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown",
"lb_ag_map_legend","Map Legend","Legende","Map Legend","Map Legend","Map Legend","Legenda Mapy","Map Legend","Map Legend","Map Legend","Map Legend","Map Legend","Map Legend","Map Legend","Map Legend",
"lb_ag_map_not_found","Map not found!","Karte wird benötigt!","Map not found!","Map not found!","Map not found!","Nie Znaleziono Mapy !","Map not found!","Map not found!","Map not found!","Map not found!","Map not found!","Map not found!","Map not found!","Map not found!",
"lb_ag_st_all","All Visible","Alle sichtbar","All Visible","All Visible","Всё видно","Wszystko Widoczne","All Visible","All Visible","All Visible","All Visible","All Visible","All Visible","All Visible","All Visible",
"lb_ag_st_no_server","No Server Marker","Keine Servermarker","No Server Marker","No Server Marker","Без серверных","Brak Znacznik Serwera","No Server Marker","No Server Marker","No Server Marker","No Server Marker","No Server Marker","No Server Marker","No Server Marker","No Server Marker",
"lb_ag_st_only_group","Only Group Marker","Nur Gruppenmarker","Only Group Marker","Only Group Marker","Только групповые","Tylko Znacznik Grupy","Only Group Marker","Only Group Marker","Only Group Marker","Only Group Marker","Only Group Marker","Only Group Marker","Only Group Marker","Only Group Marker",
"lb_ag_st_only_player","Only Player Marker","Nur Spielermarker","Only Player Marker","Only Player Marker","Только личные","Tylko Znacznik Gracza","Only Player Marker","Only Player Marker","Only Player Marker","Only Player Marker","Only Player Marker","Only Player Marker","Only Player Marker","Only Player Marker",
"lb_ag_st_only_server","Only Server Marker","Nur Servermarker","Only Server Marker","Only Server Marker","Только серверные","Tylko Znacznik Serwera","Only Server Marker","Only Server Marker","Only Server Marker","Only Server Marker","Only Server Marker","Only Server Marker","Only Server Marker","Only Server Marker",
"lb_ag_st_all_hidden","All Hidden","Alle versteckt","All Hidden","All Hidden","Всё скрыто","Wszystko Ukryte","All Hidden","All Hidden","All Hidden","All Hidden","All Hidden","All Hidden","All Hidden","All Hidden",
"lb_ag_marker_player","Player:","Spieler:","Player:","Player:","Player:","Gracz:","Player:","Player:","Player:","Player:","Player:","Player:","Player:","Player:",
"lb_ag_marker_admin","Admin:","Admin:","Admin:","Admin:","Admin:","Admin:","Admin:","Admin:","Admin:","Admin:","Admin:","Admin:","Admin:","Admin:",
"lb_ag_message_no_permission_bb","You don't have permissions to do basebuilding in your Group!","Du hast nicht genug Berechtigungen in der Gruppe, um zu bauen!","You don't have permissions to do basebuilding in your Group!","You don't have permissions to do basebuilding in your Group!","You don't have permissions to do basebuilding in your Group!","Nie masz uprawnień do budowania bazy w swojej Grupie!","You don't have permissions to do basebuilding in your Group!","You don't have permissions to do basebuilding in your Group!","You don't have permissions to do basebuilding in your Group!","You don't have permissions to do basebuilding in your Group!","You don't have permissions to do basebuilding in your Group!","You don't have permissions to do basebuilding in your Group!","You don't have permissions to do basebuilding in your Group!","You don't have permissions to do basebuilding in your Group!",
"lb_ag_message_to_near_friendly","Too near to a plotpole by your group! Plotpoles must be %distance%m apart from eachother","Zu nah an einer Flagge deiner Gruppe! Flaggen müssen %distance%m voneinander entfernt sein","Too near to a plotpole by your group! Plotpoles must be %distance%m apart from eachother","Too near to a plotpole by your group! Plotpoles must be %distance%m apart from eachother","Too near to a plotpole by your group! Plotpoles must be %distance%m apart from eachother","Zbyt Blisko Flagi przy twojej grupie ! Flagi muszą być %distance%m oddzielnie od siebie","Too near to a plotpole by your group! Plotpoles must be %distance%m apart from eachother","Too near to a plotpole by your group! Plotpoles must be %distance%m apart from eachother","Too near to a plotpole by your group! Plotpoles must be %distance%m apart from eachother","Too near to a plotpole by your group! Plotpoles must be %distance%m apart from eachother","Too near to a plotpole by your group! Plotpoles must be %distance%m apart from eachother","Too near to a plotpole by your group! Plotpoles must be %distance%m apart from eachother","Too near to a plotpole by your group! Plotpoles must be %distance%m apart from eachother","Too near to a plotpole by your group! Plotpoles must be %distance%m apart from eachother",
"lb_ag_message_to_near_hostile","Too near to a hostile plotpole ! Plotpoles must be %distance%m apart from eachother","Zu nah an einer Flagge einer anderen Gruppe! Flaggen müssen %distance%m voneinander entfernt sein","Too near to a hostile plotpole ! Plotpoles must be %distance%m apart from eachother","Too near to a hostile plotpole ! Plotpoles must be %distance%m apart from eachother","Too near to a hostile plotpole ! Plotpoles must be %distance%m apart from eachother","Zbyt Blisko Wrogiej Flagi ! Plotpoles must be %distance%m oddzielnie od siebie","Too near to a hostile plotpole ! Plotpoles must be %distance%m apart from eachother","Too near to a hostile plotpole ! Plotpoles must be %distance%m apart from eachother","Too near to a hostile plotpole ! Plotpoles must be %distance%m apart from eachother","Too near to a hostile plotpole ! Plotpoles must be %distance%m apart from eachother","Too near to a hostile plotpole ! Plotpoles must be %distance%m apart from eachother","Too near to a hostile plotpole ! Plotpoles must be %distance%m apart from eachother","Too near to a hostile plotpole ! Plotpoles must be %distance%m apart from eachother","Too near to a hostile plotpole ! Plotpoles must be %distance%m apart from eachother",
"lb_ag_action_invite_with","Invite %player% in %group%","%player% in %group% einladen","Invite %player% in %group%","Invite %player% in %group%","Invite %player% in %group%","Zaproszenie %player% do %group%","Invite %player% in %group%","Invite %player% in %group%","Invite %player% in %group%","Invite %player% in %group%","Invite %player% in %group%","Invite %player% in %group%","Invite %player% in %group%","Invite %player% in %group%",
"lb_ag_action_invite_no","Invite %player%","%player% einladen","Invite %player%","Invite %player%","Invite %player%","Zaproszenie %player%","Invite %player%","Invite %player%","Invite %player%","Invite %player%","Invite %player%","Invite %player%","Invite %player%","Invite %player%",
"lb_ag_chat_mute_title","Chat Mute","Chat Stummschalten","Chat Mute","Chat Mute","Chat Mute","Wycisz Czat","Chat Mute","Chat Mute","Chat Mute","Chat Mute","Chat Mute","Chat Mute","Chat Mute","Chat Mute",
"lb_ag_chat_unmuted","Player was unmuted","Spieler wurde lautgeschaltet","Player was unmuted","Player was unmuted","Player was unmuted","Player was unmuted","Player was unmuted","Player was unmuted","Player was unmuted","Player was unmuted","Player was unmuted","Player was unmuted","Player was unmuted","Player was unmuted",
"lb_ag_mute_player_not_found","Unable to find Player %player%!","Spieler %player% wurde nicht gefunden!","Unable to find Player %player%!","Unable to find Player %player%!","Unable to find Player %player%!","Nie można znaleźć Gracza %player%!","Unable to find Player %player%!","Unable to find Player %player%!","Unable to find Player %player%!","Unable to find Player %player%!","Unable to find Player %player%!","Unable to find Player %player%!","Unable to find Player %player%!","Unable to find Player %player%!",
"lb_ag_mute_not_found","Could not find player","Spieler nicht gefunden","Could not find player","Could not find player","Could not find player","Nie udało się znaleźć Gracza","Could not find player","Could not find player","Could not find player","Could not find player","Could not find player","Could not find player","Could not find player","Could not find player",
"lb_ag_muted_player","Player was muted for %time% Minutes","Spieler wurde für %time% Minuten stummgeschaltet","Player was muted for %time% Minutes","Player was muted for %time% Minutes","Player was muted for %time% Minutes","Gracz został wyciszony %time% Minutes","Player was muted for %time% Minutes","Player was muted for %time% Minutes","Player was muted for %time% Minutes","Player was muted for %time% Minutes","Player was muted for %time% Minutes","Player was muted for %time% Minutes","Player was muted for %time% Minutes","Player was muted for %time% Minutes",
"lb_ag_title_timeouts","Group Timeouts","Gruppen Abklingzeiten","Group Timeouts","Group Timeouts","Group Timeouts","Group Timeouts","Group Timeouts","Group Timeouts","Group Timeouts","Group Timeouts","Group Timeouts","Group Timeouts","Group Timeouts","Group Timeouts",
"lb_ag_timeouts_reset","Timeouts Reset successfully","Abklingkeiten zurückgesetzt","Timeouts Reset successfully","Timeouts Reset successfully","Timeouts Reset successfully","Timeouts Pomyślnie Zresetowane","Timeouts Reset successfully","Timeouts Reset successfully","Timeouts Reset successfully","Timeouts Reset successfully","Timeouts Reset successfully","Timeouts Reset successfully","Timeouts Reset successfully","Timeouts Reset successfully",
"lb_ag_err_no_permission_chat_command","You don't Have Permission for this command!","Du hast keine Berechtigung das Komando auszuführen!","You don't Have Permission for this command!","You don't Have Permission for this command!","You don't Have Permission for this command!","Nie masz uprawnień do tego polecenia!","You don't Have Permission for this command!","You don't Have Permission for this command!","You don't Have Permission for this command!","You don't Have Permission for this command!","You don't Have Permission for this command!","You don't Have Permission for this command!","You don't Have Permission for this command!","You don't Have Permission for this command!",
"lb_ag_mess_you_have_been_muted","You have been muted for %time% Minutes","Du wurdest für %time% Minuten stummgeschaltet","You have been muted for %time% Minutes","You have been muted for %time% Minutes","You have been muted for %time% Minutes","Zostałeś wyciszony na %time% Minut","You have been muted for %time% Minutes","You have been muted for %time% Minutes","You have been muted for %time% Minutes","You have been muted for %time% Minutes","You have been muted for %time% Minutes","You have been muted for %time% Minutes","You have been muted for %time% Minutes","You have been muted for %time% Minutes",
"lb_ag_mess_channel_muted","%name% is currently muted!","%name% is aktuell stummgeschaltet!","%name% is currently muted!","%name% is currently muted!","%name% is currently muted!","%name% jest obecnie wyciszony!","%name% is currently muted!","%name% is currently muted!","%name% is currently muted!","%name% is currently muted!","%name% is currently muted!","%name% is currently muted!","%name% is currently muted!","%name% is currently muted!",
"lb_ag_err_slowmode_too_fast","You are too fast! Slow mode is active for %time%!","Du bist zu schnell! Slowmode ist noch für %time% aktiv!","You are too fast! Slow mode is active for %time%!","You are too fast! Slow mode is active for %time%!","You are too fast! Slow mode is active for %time%!","Jesteś za szybki! Tryb wolny jest aktywny dla %time%!","You are too fast! Slow mode is active for %time%!","You are too fast! Slow mode is active for %time%!","You are too fast! Slow mode is active for %time%!","You are too fast! Slow mode is active for %time%!","You are too fast! Slow mode is active for %time%!","You are too fast! Slow mode is active for %time%!","You are too fast! Slow mode is active for %time%!","You are too fast! Slow mode is active for %time%!",
"lb_ag_err_permission_write","You don't have permissions to write here!","Du hast nicht die Berechtigung hier zu schreiben!","You don't have permissions to write here!","You don't have permissions to write here!","You don't have permissions to write here!","Nie masz uprawnień, aby tu pisać!","You don't have permissions to write here!","You don't have permissions to write here!","You don't have permissions to write here!","You don't have permissions to write here!","You don't have permissions to write here!","You don't have permissions to write here!","You don't have permissions to write here!","You don't have permissions to write here!",
"lb_ag_err_vote_not_enough_online","There need to be at lest %count% Players online to votemute Players!","Es müssen mindestens %count% Spieler für votemute online sein!","There need to be at lest %count% Players online to votemute Players!","There need to be at lest %count% Players online to votemute Players!","There need to be at lest %count% Players online to votemute Players!","Musi być co najmniej %count% Gracze Online, aby Głosować na Graczy!","There need to be at lest %count% Players online to votemute Players!","There need to be at lest %count% Players online to votemute Players!","There need to be at lest %count% Players online to votemute Players!","There need to be at lest %count% Players online to votemute Players!","There need to be at lest %count% Players online to votemute Players!","There need to be at lest %count% Players online to votemute Players!","There need to be at lest %count% Players online to votemute Players!","There need to be at lest %count% Players online to votemute Players!",
"lb_ag_err_votemute_args_missing","Not enough Arguments! !votemute [PlayerName]","Nicht genug Argumente! !votemute [Spielername]","Not enough Arguments! !votemute [PlayerName]","Not enough Arguments! !votemute [PlayerName]","Not enough Arguments! !votemute [PlayerName]","Not enough Arguments! !votemute [PlayerName]","Not enough Arguments! !votemute [PlayerName]","Not enough Arguments! !votemute [PlayerName]","Not enough Arguments! !votemute [PlayerName]","Not enough Arguments! !votemute [PlayerName]","Not enough Arguments! !votemute [PlayerName]","Not enough Arguments! !votemute [PlayerName]","Not enough Arguments! !votemute [PlayerName]","Not enough Arguments! !votemute [PlayerName]",
"lb_ag_err_votemute_not_found","Unable to find Player %name%","Spieler %name% nicht gefunden","Unable to find Player %name%","Unable to find Player %name%","Unable to find Player %name%","Nie można znaleźć Gracza %name%","Unable to find Player %name%","Unable to find Player %name%","Unable to find Player %name%","Unable to find Player %name%","Unable to find Player %name%","Unable to find Player %name%","Unable to find Player %name%","Unable to find Player %name%",
"lb_ag_err_already_muted","This Player is already muted!","Spieler ist bereits stummgeschaltet","This Player is already muted!","This Player is already muted!","This Player is already muted!","Ten gracz jest już wyciszony!","This Player is already muted!","This Player is already muted!","This Player is already muted!","This Player is already muted!","This Player is already muted!","This Player is already muted!","This Player is already muted!","This Player is already muted!",
"lb_ag_err_already_voted","You already voted for this Player!","Du hast schon für diesen Spieler abgestimmt!","You already voted for this Player!","You already voted for this Player!","You already voted for this Player!","Już głosowałeś na tego Gracza!","You already voted for this Player!","You already voted for this Player!","You already voted for this Player!","You already voted for this Player!","You already voted for this Player!","You already voted for this Player!","You already voted for this Player!","You already voted for this Player!",
"lb_ag_info_votemute_ok","%name% has been muted for %time% Minutes","%name% wurde für %time% Minuten stummgeschaltet","%name% has been muted for %time% Minutes","%name% has been muted for %time% Minutes","%name% has been muted for %time% Minutes","%name% został wyciszony %time% Minut","%name% has been muted for %time% Minutes","%name% has been muted for %time% Minutes","%name% has been muted for %time% Minutes","%name% has been muted for %time% Minutes","%name% has been muted for %time% Minutes","%name% has been muted for %time% Minutes","%name% has been muted for %time% Minutes","%name% has been muted for %time% Minutes",
"lb_ag_info_votemute_more","%requestor% sent a mute request for %name%. !votemute %name% if you agree (%count%/%needed% votes)","%requestor% hat abgestimmt, dass %name% stummgeschaltet werden soll. !votemute %name% wenn du dem zustimmst (%count%/%needed% Stimmen)","%requestor% sent a mute request for %name%. !votemute %name% if you agree (%count%/%needed% votes)","%requestor% sent a mute request for %name%. !votemute %name% if you agree (%count%/%needed% votes)","%requestor% sent a mute request for %name%. !votemute %name% if you agree (%count%/%needed% votes)","%requestor% wysłałem prośbę o wyciszenie %name%. !głosowanie wyciszenia %name% jeśli się zgadzasz (%count%/%needed% głosów)","%requestor% sent a mute request for %name%. !votemute %name% if you agree (%count%/%needed% votes)","%requestor% sent a mute request for %name%. !votemute %name% if you agree (%count%/%needed% votes)","%requestor% sent a mute request for %name%. !votemute %name% if you agree (%count%/%needed% votes)","%requestor% sent a mute request for %name%. !votemute %name% if you agree (%count%/%needed% votes)","%requestor% sent a mute request for %name%. !votemute %name% if you agree (%count%/%needed% votes)","%requestor% sent a mute request for %name%. !votemute %name% if you agree (%count%/%needed% votes)","%requestor% sent a mute request for %name%. !votemute %name% if you agree (%count%/%needed% votes)","%requestor% sent a mute request for %name%. !votemute %name% if you agree (%count%/%needed% votes)",
"lb_ag_info_marker_state","Marker State:","Marker Sichtbarkeit:","Marker State:","Marker State:","Состояние маркера:","Stan Markera:","Marker State:","Marker State:","Marker State:","Marker State:","Marker State:","Marker State:","Marker State:","Marker State:",
"lb_ag_err_you_are_muted","You are muted!","Du bist stummgeschaltet!","You are muted!","You are muted!","You are muted!","Jesteś Wyciszony!","You are muted!","You are muted!","You are muted!","You are muted!","You are muted!","You are muted!","You are muted!","You are muted!",
"lb_ag_btn_shown","Shown","Sichtbar","Shown","Shown","Shown","Pokazano","Shown","Shown","Shown","Shown","Shown","Shown","Shown","Shown",
"lb_ag_btn_hidden","Hidden","Versteckt","Hidden","Hidden","Hidden","Ukryty","Hidden","Hidden","Hidden","Hidden","Hidden","Hidden","Hidden","Hidden",
"lb_ag_invite_accept","Accept Invite for %name%","Einladung für %name% annehmen","Accept Invite for %name%","Accept Invite for %name%","Accept Invite for %name%","Akceptuj Zaproszenie %name%","Accept Invite for %name%","Accept Invite for %name%","Accept Invite for %name%","Accept Invite for %name%","Accept Invite for %name%","Accept Invite for %name%","Accept Invite for %name%","Accept Invite for %name%",
"lb_ag_info_invite_instructions","Invite a player to your group by walking up to them and pressing F","Lade einen Spieler in die Gruppe ein, indem du zu ihm gehst und F drückst","Invite a player to your group by walking up to them and pressing F","Invite a player to your group by walking up to them and pressing F","Invite a player to your group by walking up to them and pressing F","Zaproś gracza do swojej grupy podchodząc do niego i naciskając F","Invite a player to your group by walking up to them and pressing F","Invite a player to your group by walking up to them and pressing F","Invite a player to your group by walking up to them and pressing F","Invite a player to your group by walking up to them and pressing F","Invite a player to your group by walking up to them and pressing F","Invite a player to your group by walking up to them and pressing F","Invite a player to your group by walking up to them and pressing F","Invite a player to your group by walking up to them and pressing F",
"lb_ag_kick_confirm","Are you sure you want to kick the player?","Bist du sicher, dass du diesen Spieler rauswerfen willst?","Are you sure you want to kick the player?","Are you sure you want to kick the player?","Are you sure you want to kick the player?","Czy na pewno chcesz wyrzucić gracza??","Are you sure you want to kick the player?","Are you sure you want to kick the player?","Are you sure you want to kick the player?","Are you sure you want to kick the player?","Are you sure you want to kick the player?","Are you sure you want to kick the player?","Are you sure you want to kick the player?","Are you sure you want to kick the player?",
"lb_ag_upgrade_confirm","Are you sure you want to upgrade the group for %cost%?","Bist du sicher, das du die Gruppe für %cost% verbessern willst?","Are you sure you want to upgrade the group for %cost%?","Are you sure you want to upgrade the group for %cost%?","Are you sure you want to upgrade the group for %cost%?","Czy na pewno chcesz uaktualnić grupę? %cost%?","Are you sure you want to upgrade the group for %cost%?","Are you sure you want to upgrade the group for %cost%?","Are you sure you want to upgrade the group for %cost%?","Are you sure you want to upgrade the group for %cost%?","Are you sure you want to upgrade the group for %cost%?","Are you sure you want to upgrade the group for %cost%?","Are you sure you want to upgrade the group for %cost%?","Are you sure you want to upgrade the group for %cost%?",
"lb_ag_you","YOU:","DU:","YOU:","YOU:","YOU:","TY:","YOU:","YOU:","YOU:","YOU:","YOU:","YOU:","YOU:","YOU:",
"lb_ag_txt_server_marker","Server Marker","Servermarker","Server Marker","Server Marker","Серверные маркеры","Znacznik Serwera","Server Marker","Server Marker","Server Marker","Server Marker","Server Marker","Server Marker","Server Marker","Server Marker",
"lb_ag_txt_group_marker","Group Marker","Gruppenmarker","Group Marker","Group Marker","Групповые маркеры","Znacznik Grupy","Group Marker","Group Marker","Group Marker","Group Marker","Group Marker","Group Marker","Group Marker","Group Marker",
"lb_ag_txt_players","Players","Spieler","Players","Players","Игроки","Gracze","Players","Players","Players","Players","Players","Players","Players","Players",
"lb_ag_txt_private_marker","Private Marker","private Marker","Private Marker","Private Marker","Приватные маркеры","Prywatny Znacznik","Private Marker","Private Marker","Private Marker","Private Marker","Private Marker","Private Marker","Private Marker","Private Marker",
"lb_ag_admin_menu_chat","Chat","Chat","Chat","Chat","Chat","Czat","Chat","Chat","Chat","Chat","Chat","Chat","Chat","Chat",
"lb_ag_admin_menu_groups","Groups","Gruppen","Groups","Groups","Groups","Grupy","Groups","Groups","Groups","Groups","Groups","Groups","Groups","Groups",
"lb_ag_admin_menu_levels","Levels","Level","Levels","Levels","Levels","Poziomy","Levels","Levels","Levels","Levels","Levels","Levels","Levels","Levels",
"lb_ag_admin_menu_safezone_marker","Safezone Markers","Safezone Marker","Safezone Markers","Safezone Markers","Safezone Markers","Safezone Znaczniki","Safezone Markers","Safezone Markers","Safezone Markers","Safezone Markers","Safezone Markers","Safezone Markers","Safezone Markers","Safezone Markers",
"lb_ag_admin_menu_timeouts","Timeouts","Abklingzeiten","Timeouts","Timeouts","Timeouts","Przerwy","Timeouts","Timeouts","Timeouts","Timeouts","Timeouts","Timeouts","Timeouts","Timeouts",
"lb_ag_group_delete_confirm","Are you sure you want to delete the Group %name%?","Bist du sicher, dass du %name% löschen willst?","Are you sure you want to delete the Group %name%?","Are you sure you want to delete the Group %name%?","Are you sure you want to delete the Group %name%?","Czy na pewno chcesz usunąć Grupę? %name%?","Are you sure you want to delete the Group %name%?","Are you sure you want to delete the Group %name%?","Are you sure you want to delete the Group %name%?","Are you sure you want to delete the Group %name%?","Are you sure you want to delete the Group %name%?","Are you sure you want to delete the Group %name%?","Are you sure you want to delete the Group %name%?","Are you sure you want to delete the Group %name%?",
"lb_ag_me","Me","Ich","Me","Me","Я","Ja","Me","Me","Me","Me","Me","Me","Me","Me",
"lb_error_already_in_secondary_group","You are already in a secondary Group!","Du bist bereits in einer zweiten Gruppe!","You are already in a secondary Group!","You are already in a secondary Group!","You are already in a secondary Group!","Jesteś już w Grupie Drugorzędnej!","You are already in a secondary Group!","You are already in a secondary Group!","You are already in a secondary Group!","You are already in a secondary Group!","You are already in a secondary Group!","You are already in a secondary Group!","You are already in a secondary Group!","You are already in a secondary Group!",
"lb_ag_flag_already_claimed","Flag is already claimed!","Die Flagge gehört bereits einer Gruppe!","Flag is already claimed!","Flag is already claimed!","Flag is already claimed!","Flaga już jest Zdobyta!","Flag is already claimed!","Flag is already claimed!","Flag is already claimed!","Flag is already claimed!","Flag is already claimed!","Flag is already claimed!","Flag is already claimed!","Flag is already claimed!",
"lb_ag_upgrade_benefits","Upgrade benefits:","Upgrade-Vorteile:","Upgrade benefits:","Upgrade benefits:","Upgrade benefits:","Korzyści z Uaktualnienia:","Upgrade benefits:","Upgrade benefits:","Upgrade benefits:","Upgrade benefits:","Upgrade benefits:","Upgrade benefits:","Upgrade benefits:","Upgrade benefits:",
"lb_ag_upgrade_level","Group Level: ","Gruppen Level: ","Group Level: ","Group Level: ","Group Level: ","Poziom Grupy: ","Group Level: ","Group Level: ","Group Level: ","Group Level: ","Group Level: ","Group Level: ","Group Level: ","Group Level: ",
"lb_ag_upgrade_max_players","Max Members: ","Max Mitglieder: ","Max Members: ","Max Members: ","Max Members: ","Max Liczba Członków: ","Max Members: ","Max Members: ","Max Members: ","Max Members: ","Max Members: ","Max Members: ","Max Members: ","Max Members: ",
"lb_ag_upgrade_subgroups","Subgroups: ","Untergruppen: ","Subgroups: ","Subgroups: ","Subgroups: ","Podgrupy: ","Subgroups: ","Subgroups: ","Subgroups: ","Subgroups: ","Subgroups: ","Subgroups: ","Subgroups: ","Subgroups: ",
"lb_ag_upgrade_subgroup_size","Subgroup Size: ","Untergruppen Größe: ","Subgroup Size: ","Subgroup Size: ","Subgroup Size: ","Wielkość Podgrupy: ","Subgroup Size: ","Subgroup Size: ","Subgroup Size: ","Subgroup Size: ","Subgroup Size: ","Subgroup Size: ","Subgroup Size: ","Subgroup Size: ",
"lb_ag_upgrade_max_markers","Max Group Markers: ","Max Gruppen Marker: ","Max Group Markers: ","Max Group Markers: ","Max Group Markers: ","Max Znaczniki Grupowe: ","Max Group Markers: ","Max Group Markers: ","Max Group Markers: ","Max Group Markers: ","Max Group Markers: ","Max Group Markers: ","Max Group Markers: ","Max Group Markers: ",
"lb_ag_upgrade_max_pings","Max Pings per player: ","Max Pings pro Spieler: ","Max Pings per player: ","Max Pings per player: ","Max Pings per player: ","Max Pingi na Gracza: ","Max Pings per player: ","Max Pings per player: ","Max Pings per player: ","Max Pings per player: ","Max Pings per player: ","Max Pings per player: ","Max Pings per player: ","Max Pings per player: ",
"lb_ag_upgrade_max_plotpoles","Max Plotpoles: ","Max Territorien: ","Max Plotpoles: ","Max Plotpoles: ","Max Plotpoles: ","Max Flag: ","Max Plotpoles: ","Max Plotpoles: ","Max Plotpoles: ","Max Plotpoles: ","Max Plotpoles: ","Max Plotpoles: ","Max Plotpoles: ","Max Plotpoles: ",
"lb_ag_admin_notification_title","Notification Title:","Nachrichten-Überschrift:","Notification Title:","Notification Title:","Notification Title:","Tytuł Powiadomienia:","Notification Title:","Notification Title:","Notification Title:","Notification Title:","Notification Title:","Notification Title:","Notification Title:","Notification Title:",
"lb_ag_admin_placement_blocked_message","Placement Blocked Message:","Nachricht wenn blockiert:","Placement Blocked Message:","Placement Blocked Message:","Placement Blocked Message:","Placement Blocked Message:","Placement Blocked Message:","Placement Blocked Message:","Placement Blocked Message:","Placement Blocked Message:","Placement Blocked Message:","Placement Blocked Message:","Placement Blocked Message:","Placement Blocked Message:",
"lb_ag_admin_map_circle_color","Map Circle Color:","Zonen Farbe:","Map Circle Color:","Map Circle Color:","Map Circle Color:","Kolor Okręgu Mapy:","Map Circle Color:","Map Circle Color:","Map Circle Color:","Map Circle Color:","Map Circle Color:","Map Circle Color:","Map Circle Color:","Map Circle Color:",
"lb_ag_admin_ignored_items","Ignored Items: ","Ignorierte Items: ","Ignored Items: ","Ignored Items: ","Ignored Items: ","Zignorowane Elementy: ","Ignored Items: ","Ignored Items: ","Ignored Items: ","Ignored Items: ","Ignored Items: ","Ignored Items: ","Ignored Items: ","Ignored Items: ",
"lb_ag_admin_add_item","Add Item","Neues Item","Add Item","Add Item","Add Item","Dodaj Item","Add Item","Add Item","Add Item","Add Item","Add Item","Add Item","Add Item","Add Item",
"lb_ag_admin_delete_item","Delete Item","Item löschen","Delete Item","Delete Item","Delete Item","Usuń Item","Delete Item","Delete Item","Delete Item","Delete Item","Delete Item","Delete Item","Delete Item","Delete Item",
"lb_ag_admin_enable_plotpole_extension","Enable Plotpole Extension","Plotpole Modul aktivieren","Enable Plotpole Extension","Enable Plotpole Extension","Enable Plotpole Extension","Włącz Rozszerzenie Flagi","Enable Plotpole Extension","Enable Plotpole Extension","Enable Plotpole Extension","Enable Plotpole Extension","Enable Plotpole Extension","Enable Plotpole Extension","Enable Plotpole Extension","Enable Plotpole Extension",
"lb_ag_admin_sync_cf","Sync Positions with CF Cloud (Requires Gamelabs to be installed)","Flaggen mit CF Synchronisieren (Gamelabs muss installiert sein)","Sync Positions with CF Cloud (Requires Gamelabs to be installed)","Sync Positions with CF Cloud (Requires Gamelabs to be installed)","Sync Positions with CF Cloud (Requires Gamelabs to be installed)","Sync Positions with CF Cloud (Requires Gamelabs to be installed)","Sync Positions with CF Cloud (Requires Gamelabs to be installed)","Sync Positions with CF Cloud (Requires Gamelabs to be installed)","Sync Positions with CF Cloud (Requires Gamelabs to be installed)","Sync Positions with CF Cloud (Requires Gamelabs to be installed)","Sync Positions with CF Cloud (Requires Gamelabs to be installed)","Sync Positions with CF Cloud (Requires Gamelabs to be installed)","Sync Positions with CF Cloud (Requires Gamelabs to be installed)","Sync Positions with CF Cloud (Requires Gamelabs to be installed)",
"lb_ag_admin_refresh_object_lifetimes_inside_the_plotpole_radius","Refresh Object lifetimes inside the plotpole Radius","Objekte im Radius werden aufgefrischt","Refresh Object lifetimes inside the plotpole Radius","Refresh Object lifetimes inside the plotpole Radius","Refresh Object lifetimes inside the plotpole Radius","Odśwież czasy życia obiektów wewnątrz promienia Flagi","Refresh Object lifetimes inside the plotpole Radius","Refresh Object lifetimes inside the plotpole Radius","Refresh Object lifetimes inside the plotpole Radius","Refresh Object lifetimes inside the plotpole Radius","Refresh Object lifetimes inside the plotpole Radius","Refresh Object lifetimes inside the plotpole Radius","Refresh Object lifetimes inside the plotpole Radius","Refresh Object lifetimes inside the plotpole Radius",
"lb_ag_admin_refresh_time","Refresh time (Items with higher lifetime are protected): ","Interval zum auffrischen der Lebensdauer: ","Refresh time (Items with higher lifetime are protected): ","Refresh time (Items with higher lifetime are protected): ","Refresh time (Items with higher lifetime are protected): ","Odśwież Czas (Items with higher lifetime are protected): ","Refresh time (Items with higher lifetime are protected): ","Refresh time (Items with higher lifetime are protected): ","Refresh time (Items with higher lifetime are protected): ","Refresh time (Items with higher lifetime are protected): ","Refresh time (Items with higher lifetime are protected): ","Refresh time (Items with higher lifetime are protected): ","Refresh time (Items with higher lifetime are protected): ","Refresh time (Items with higher lifetime are protected): ",
