"Language","original","german","english","czech","russian","polish","hungarian","italian","spanish","french","chinese","japanese","portuguese","chinesesimp",
"lb_adm_desc_map_distance","Distance to player: (%dist_3d%m 3D / %dist_2d%m 2D)","Distanz zum Spieler: (%dist_3d%m 3D / %dist_2d%m 2D)","Distance to player: (%dist_3d%m 3D / %dist_2d%m 2D)","Distance to player: (%dist_3d%m 3D / %dist_2d%m 2D)","Distance to player: (%dist_3d%m 3D / %dist_2d%m 2D)","Dystans do gracza: (%dist_3d%m 3D / %dist_2d%m 2D)","Distance to player: (%dist_3d%m 3D / %dist_2d%m 2D)","Distance to player: (%dist_3d%m 3D / %dist_2d%m 2D)","Distance to player: (%dist_3d%m 3D / %dist_2d%m 2D)","Distance to player: (%dist_3d%m 3D / %dist_2d%m 2D)","Distance to player: (%dist_3d%m 3D / %dist_2d%m 2D)","Distance to player: (%dist_3d%m 3D / %dist_2d%m 2D)","Distance to player: (%dist_3d%m 3D / %dist_2d%m 2D)","Distance to player: (%dist_3d%m 3D / %dist_2d%m 2D)",
"lb_adm_driver","Driver","Fahrer","Driver","Driver","Driver","Kierowca","Driver","Driver","Driver","Driver","Driver","Driver","Driver","Driver",
"lb_adm_captain","Captain","Kapitän","Captain","Captain","Captain","Kapitan","Captain","Captain","Captain","Captain","Captain","Captain","Captain","Captain",
"lb_adm_pilot","Pilot","Pilot","Pilot","Pilot","Pilot","Pilot","Pilot","Pilot","Pilot","Pilot","Pilot","Pilot","Pilot","Pilot",
"lb_adm_no_driver","No Driver","Kein Fahrer","No Driver","No Driver","No Driver","Brak Kierowcy","No Driver","No Driver","No Driver","No Driver","No Driver","No Driver","No Driver","No Driver",
"lb_adm_no_captain","No Captain","Kein Kapitän","No Captain","No Captain","No Captain","Brak Kapitana","No Captain","No Captain","No Captain","No Captain","No Captain","No Captain","No Captain","No Captain",
"lb_adm_no_pilot","No Pilot","Kein Pilot","No Pilot","No Pilot","No Pilot","Brak Pilota","No Pilot","No Pilot","No Pilot","No Pilot","No Pilot","No Pilot","No Pilot","No Pilot",
"lb_adm_title_preset_spawner","Preset Spawner","Voreinstellungs-Spawner","Preset Spawner","Preset Spawner","Preset Spawner","Spawner Zestawów","Preset Spawner","Preset Spawner","Preset Spawner","Preset Spawner","Preset Spawner","Preset Spawner","Preset Spawner","Preset Spawner",
"lb_adm_desc_preset_spawner","You can define your own item presets in here to quickly spawn multiple items at once. When creating a new Preset you will have the ""ROOT"" node where you can add items to. Items can either spawn as attachment to other items or in cargo of the other items. The children of the ROOT will always spawn according to how you spawn the preset (on player, on the ground, or at the cursor). \nSpawning items using the hotkeys while the mouse pointer is hovering over the item list will only spawn the selected item with all its children instead of the entire list\n \n- CTRL + W: Add the selected item from the item spawner\n- DELETE: Delete the selected item from the list\n- CTRL + D: Duplicate the item\n- CTRL + SHIFT + D: Duplicate the item entry and all of its children","Hier kannst du deine eigenen Voreinstellungen für Gegenstände definieren, um schnell mehrere Gegenstände auf einmal zu spawnen. Bei der Erstellung einer neuen Voreinstellung gibt es den Knoten ""ROOT"", zu dem du Gegenstände hinzufügen kannst. Gegenstände können entweder als Anhang zu anderen Gegenständen oder als Ladung der anderen Gegenstände spawnen. Die Kinder des ROOT-Knotens spawnen immer so, wie du das Preset spawnen lässt (am Spieler, dem Boden oder dem Cursor). \nDas Spawnen von Gegenständen mit den Tastenkombinationen, während der Mauszeiger über der Gegenstandsliste schwebt, spawnen nur den ausgewählten Gegenstand mit all seinen Kindern anstatt der gesamten Liste\n \n- STRG + W: Hinzufügen des im Gegenstandsspawners ausgewählten Gegenstands\n- LÖSCHEN: Löschen des ausgewählten Gegenstands aus der Liste\n- STRG + D: Duplizieren des Gegenstands\n- STRG + UMSCHALT + D: Duplizieren des Gegenstandseintrags und aller untergeordneten Elemente","You can define your own item presets in here to quickly spawn multiple items at once. When creating a new Preset you will have the ""ROOT"" node where you can add items to. Items can either spawn as attachment to other items or in cargo of the other items. The children of the ROOT will always spawn according to how you spawn the preset (on player, on the ground, or at the cursor). \nSpawning items using the hotkeys while the mouse pointer is hovering over the item list will only spawn the selected item with all its children instead of the entire list\n \n- CTRL + W: Add the selected item from the item spawner\n- DELETE: Delete the selected item from the list\n- CTRL + D: Duplicate the item\n- CTRL + SHIFT + D: Duplicate the item entry and all of its children","You can define your own item presets in here to quickly spawn multiple items at once. When creating a new Preset you will have the ""ROOT"" node where you can add items to. Items can either spawn as attachment to other items or in cargo of the other items. The children of the ROOT will always spawn according to how you spawn the preset (on player, on the ground, or at the cursor). \nSpawning items using the hotkeys while the mouse pointer is hovering over the item list will only spawn the selected item with all its children instead of the entire list\n \n- CTRL + W: Add the selected item from the item spawner\n- DELETE: Delete the selected item from the list\n- CTRL + D: Duplicate the item\n- CTRL + SHIFT + D: Duplicate the item entry and all of its children","You can define your own item presets in here to quickly spawn multiple items at once. When creating a new Preset you will have the ""ROOT"" node where you can add items to. Items can either spawn as attachment to other items or in cargo of the other items. The children of the ROOT will always spawn according to how you spawn the preset (on player, on the ground, or at the cursor). \nSpawning items using the hotkeys while the mouse pointer is hovering over the item list will only spawn the selected item with all its children instead of the entire list\n \n- CTRL + W: Add the selected item from the item spawner\n- DELETE: Delete the selected item from the list\n- CTRL + D: Duplicate the item\n- CTRL + SHIFT + D: Duplicate the item entry and all of its children","Tutaj możesz zdefiniować własne ustawienia wstępne dla przedmiotów, aby szybko zrespić wiele przedmiotów jednocześnie. Podczas tworzenia nowego presetu dostępny jest węzeł ""ROOT"", do którego możesz dodawać przedmioty. Przedmioty mogą być dodawane jako załączniki do innych przedmiotów lub jako ich zawartość. Dzieci węzła ROOT zawsze spawnują się zgodnie z tym, jak ustawisz preset (na graczu, ziemi lub pod kursorem). \nSpawnowanie przedmiotów za pomocą skrótów klawiszowych, gdy kursor znajduje się nad listą przedmiotów, spowoduje zespawnowanie tylko wybranego przedmiotu z jego podrzędnymi, zamiast całej listy\n \n- CTRL + W: Dodanie wybranego przedmiotu z generatora przedmiotów\n- DELETE: Usunięcie wybranego przedmiotu z listy\n- CTRL + D: Duplikowanie przedmiotu\n- CTRL + SHIFT + D: Duplikowanie wpisu przedmiotu i wszystkich elementów podrzędnych","You can define your own item presets in here to quickly spawn multiple items at once. When creating a new Preset you will have the ""ROOT"" node where you can add items to. Items can either spawn as attachment to other items or in cargo of the other items. The children of the ROOT will always spawn according to how you spawn the preset (on player, on the ground, or at the cursor). \nSpawning items using the hotkeys while the mouse pointer is hovering over the item list will only spawn the selected item with all its children instead of the entire list\n \n- CTRL + W: Add the selected item from the item spawner\n- DELETE: Delete the selected item from the list\n- CTRL + D: Duplicate the item\n- CTRL + SHIFT + D: Duplicate the item entry and all of its children","You can define your own item presets in here to quickly spawn multiple items at once. When creating a new Preset you will have the ""ROOT"" node where you can add items to. Items can either spawn as attachment to other items or in cargo of the other items. The children of the ROOT will always spawn according to how you spawn the preset (on player, on the ground, or at the cursor). \nSpawning items using the hotkeys while the mouse pointer is hovering over the item list will only spawn the selected item with all its children instead of the entire list\n \n- CTRL + W: Add the selected item from the item spawner\n- DELETE: Delete the selected item from the list\n- CTRL + D: Duplicate the item\n- CTRL + SHIFT + D: Duplicate the item entry and all of its children","You can define your own item presets in here to quickly spawn multiple items at once. When creating a new Preset you will have the ""ROOT"" node where you can add items to. Items can either spawn as attachment to other items or in cargo of the other items. The children of the ROOT will always spawn according to how you spawn the preset (on player, on the ground, or at the cursor). \nSpawning items using the hotkeys while the mouse pointer is hovering over the item list will only spawn the selected item with all its children instead of the entire list\n \n- CTRL + W: Add the selected item from the item spawner\n- DELETE: Delete the selected item from the list\n- CTRL + D: Duplicate the item\n- CTRL + SHIFT + D: Duplicate the item entry and all of its children","You can define your own item presets in here to quickly spawn multiple items at once. When creating a new Preset you will have the ""ROOT"" node where you can add items to. Items can either spawn as attachment to other items or in cargo of the other items. The children of the ROOT will always spawn according to how you spawn the preset (on player, on the ground, or at the cursor). \nSpawning items using the hotkeys while the mouse pointer is hovering over the item list will only spawn the selected item with all its children instead of the entire list\n \n- CTRL + W: Add the selected item from the item spawner\n- DELETE: Delete the selected item from the list\n- CTRL + D: Duplicate the item\n- CTRL + SHIFT + D: Duplicate the item entry and all of its children","You can define your own item presets in here to quickly spawn multiple items at once. When creating a new Preset you will have the ""ROOT"" node where you can add items to. Items can either spawn as attachment to other items or in cargo of the other items. The children of the ROOT will always spawn according to how you spawn the preset (on player, on the ground, or at the cursor). \nSpawning items using the hotkeys while the mouse pointer is hovering over the item list will only spawn the selected item with all its children instead of the entire list\n \n- CTRL + W: Add the selected item from the item spawner\n- DELETE: Delete the selected item from the list\n- CTRL + D: Duplicate the item\n- CTRL + SHIFT + D: Duplicate the item entry and all of its children","You can define your own item presets in here to quickly spawn multiple items at once. When creating a new Preset you will have the ""ROOT"" node where you can add items to. Items can either spawn as attachment to other items or in cargo of the other items. The children of the ROOT will always spawn according to how you spawn the preset (on player, on the ground, or at the cursor). \nSpawning items using the hotkeys while the mouse pointer is hovering over the item list will only spawn the selected item with all its children instead of the entire list\n \n- CTRL + W: Add the selected item from the item spawner\n- DELETE: Delete the selected item from the list\n- CTRL + D: Duplicate the item\n- CTRL + SHIFT + D: Duplicate the item entry and all of its children","You can define your own item presets in here to quickly spawn multiple items at once. When creating a new Preset you will have the ""ROOT"" node where you can add items to. Items can either spawn as attachment to other items or in cargo of the other items. The children of the ROOT will always spawn according to how you spawn the preset (on player, on the ground, or at the cursor). \nSpawning items using the hotkeys while the mouse pointer is hovering over the item list will only spawn the selected item with all its children instead of the entire list\n \n- CTRL + W: Add the selected item from the item spawner\n- DELETE: Delete the selected item from the list\n- CTRL + D: Duplicate the item\n- CTRL + SHIFT + D: Duplicate the item entry and all of its children","You can define your own item presets in here to quickly spawn multiple items at once. When creating a new Preset you will have the ""ROOT"" node where you can add items to. Items can either spawn as attachment to other items or in cargo of the other items. The children of the ROOT will always spawn according to how you spawn the preset (on player, on the ground, or at the cursor). \nSpawning items using the hotkeys while the mouse pointer is hovering over the item list will only spawn the selected item with all its children instead of the entire list\n \n- CTRL + W: Add the selected item from the item spawner\n- DELETE: Delete the selected item from the list\n- CTRL + D: Duplicate the item\n- CTRL + SHIFT + D: Duplicate the item entry and all of its children",
"lb_adm_message_select_to_add_to_preset","Select an item from the item spawner and press CTRL + W to add it to the selected preset","Wähle einen Gegenstand von dem Gegenstands-Spawner aus und drücke STRG + W, um ihn zu der Liste hinzuzufügen","Select an item from the item spawner and press CTRL + W to add it to the selected preset","Select an item from the item spawner and press CTRL + W to add it to the selected preset","Select an item from the item spawner and press CTRL + W to add it to the selected preset","Wybierz przedmiot z generatora przedmiotów i naciśnij CTRL + W, aby dodać go do wybranego zestawu","Select an item from the item spawner and press CTRL + W to add it to the selected preset","Select an item from the item spawner and press CTRL + W to add it to the selected preset","Select an item from the item spawner and press CTRL + W to add it to the selected preset","Select an item from the item spawner and press CTRL + W to add it to the selected preset","Select an item from the item spawner and press CTRL + W to add it to the selected preset","Select an item from the item spawner and press CTRL + W to add it to the selected preset","Select an item from the item spawner and press CTRL + W to add it to the selected preset","Select an item from the item spawner and press CTRL + W to add it to the selected preset",
"lb_adm_title_esp_selected_items","ESP Selected Items","ESP Gegenstands-Auswahl","ESP Selected Items","ESP Selected Items","ESP Selected Items","ESP wybranych przedmiotów","ESP Selected Items","ESP Selected Items","ESP Selected Items","ESP Selected Items","ESP Selected Items","ESP Selected Items","ESP Selected Items","ESP Selected Items",
"lb_adm_desc_esp_selected_items","Here you get an overview of all items you selected with your ESP. You can remove items from the selection, delete individual items or all selected items.","Hier erhälst du einen Überblick über alle Elemente, die du mit den ESP ausgewählt hast. Du kannst Elemente aus der Auswahl entfernen, einzelne Elemente oder alle ausgewählten Elemente löschen.","Here you get an overview of all items you selected with your ESP. You can remove items from the selection, delete individual items or all selected items.","Here you get an overview of all items you selected with your ESP. You can remove items from the selection, delete individual items or all selected items.","Here you get an overview of all items you selected with your ESP. You can remove items from the selection, delete individual items or all selected items.","Tutaj otrzymujesz podgląd wszystkich przedmiotów, które zaznaczyłeś za pomocą ESP. Możesz usuwać przedmioty z zaznaczenia, usuwać pojedyncze przedmioty lub wszystkie zaznaczone przedmioty.","Here you get an overview of all items you selected with your ESP. You can remove items from the selection, delete individual items or all selected items.","Here you get an overview of all items you selected with your ESP. You can remove items from the selection, delete individual items or all selected items.","Here you get an overview of all items you selected with your ESP. You can remove items from the selection, delete individual items or all selected items.","Here you get an overview of all items you selected with your ESP. You can remove items from the selection, delete individual items or all selected items.","Here you get an overview of all items you selected with your ESP. You can remove items from the selection, delete individual items or all selected items.","Here you get an overview of all items you selected with your ESP. You can remove items from the selection, delete individual items or all selected items.","Here you get an overview of all items you selected with your ESP. You can remove items from the selection, delete individual items or all selected items.","Here you get an overview of all items you selected with your ESP. You can remove items from the selection, delete individual items or all selected items.",
"lb_adm_confirm_delete_items","Are you sure you want to delete %count% items?","Bist du sicher, dass due %count% Gegenstände löschen möchtest?","Are you sure you want to delete %count% items?","Are you sure you want to delete %count% items?","Are you sure you want to delete %count% items?","Czy na pewno chcesz usunąć %count% przedmiotów?","Are you sure you want to delete %count% items?","Are you sure you want to delete %count% items?","Are you sure you want to delete %count% items?","Are you sure you want to delete %count% items?","Are you sure you want to delete %count% items?","Are you sure you want to delete %count% items?","Are you sure you want to delete %count% items?","Are you sure you want to delete %count% items?",
"lb_adm_title_server_info","Server Info","Server Infos","Server Info","Server Info","Server Info","Informacje o serwerze","Server Info","Server Info","Server Info","Server Info","Server Info","Server Info","Server Info","Server Info",
"lb_adm_desc_server_info","The menu shows you basic information about the server status","Dieses Menü zeigt dir einfache Informationen über den Server Status an","The menu shows you basic information about the server status","The menu shows you basic information about the server status","The menu shows you basic information about the server status","To menu pokazuje podstawowe informacje o stanie serwera","The menu shows you basic information about the server status","The menu shows you basic information about the server status","The menu shows you basic information about the server status","The menu shows you basic information about the server status","The menu shows you basic information about the server status","The menu shows you basic information about the server status","The menu shows you basic information about the server status","The menu shows you basic information about the server status",
"lb_adm_unlock","Unlock","Entsperren","Unlock","Unlock","Unlock","Odblokuj","Unlock","Unlock","Unlock","Unlock","Unlock","Unlock","Unlock","Unlock",
"lb_adm_title_settings","Settings","Einstellungen","Settings","Settings","Settings","Ustawienia","Settings","Settings","Settings","Settings","Settings","Settings","Settings","Settings",
"lb_adm_desc_settings","Here you can configure the behaviour of the admin panel. Here you find all settings you want to setup once and not touch again. Here are all the settings, which would clutter the menus if added there","Hier kannst du Funktionen des Admin Menüs umstellen. Hier findest du alle Einstellungen, die nicht häufig geändert werden müssen, damit sie die anderen Menüs nicht überladen","Here you can configure the behaviour of the admin panel. Here you find all settings you want to setup once and not touch again. Here are all the settings, which would clutter the menus if added there","Here you can configure the behaviour of the admin panel. Here you find all settings you want to setup once and not touch again. Here are all the settings, which would clutter the menus if added there","Here you can configure the behaviour of the admin panel. Here you find all settings you want to setup once and not touch again. Here are all the settings, which would clutter the menus if added there","Tutaj możesz skonfigurować zachowanie panelu administratora. Znajdziesz tu wszystkie ustawienia, które chcesz ustawić raz i do nich nie wracać. Są to wszystkie opcje, które zaśmiecałyby menu, gdyby zostały tam dodane.","Here you can configure the behaviour of the admin panel. Here you find all settings you want to setup once and not touch again. Here are all the settings, which would clutter the menus if added there","Here you can configure the behaviour of the admin panel. Here you find all settings you want to setup once and not touch again. Here are all the settings, which would clutter the menus if added there","Here you can configure the behaviour of the admin panel. Here you find all settings you want to setup once and not touch again. Here are all the settings, which would clutter the menus if added there","Here you can configure the behaviour of the admin panel. Here you find all settings you want to setup once and not touch again. Here are all the settings, which would clutter the menus if added there","Here you can configure the behaviour of the admin panel. Here you find all settings you want to setup once and not touch again. Here are all the settings, which would clutter the menus if added there","Here you can configure the behaviour of the admin panel. Here you find all settings you want to setup once and not touch again. Here are all the settings, which would clutter the menus if added there","Here you can configure the behaviour of the admin panel. Here you find all settings you want to setup once and not touch again. Here are all the settings, which would clutter the menus if added there","Here you can configure the behaviour of the admin panel. Here you find all settings you want to setup once and not touch again. Here are all the settings, which would clutter the menus if added there",
"lb_adm_title_teleport_manager","Teleport Manager","Teleport Manager","Teleport Manager","Teleport Manager","Teleport Manager","Menedżer Teleportacji","Teleport Manager","Teleport Manager","Teleport Manager","Teleport Manager","Teleport Manager","Teleport Manager","Teleport Manager","Teleport Manager",
"lb_adm_desc_teleport_manager","The teleport list allows you to define points on the map admins can quickly teleport to. You can have private positions saved on your PC to not clutter the Servers teleport list, which is the same for all admins.\nYou can teleport to a position by double clicking the entry or by selecting it and pressing the Teleport To button.\nWhen adding new Positions, the following formats are accepted (spaces are ignored):\n- x,y,z\n- <x,y,z>\n- x / z (height is automatically calculated to world height)","Die Teleportliste ermöglicht es Punkte auf der Karte zu definieren, zu denen sich Admins schnell teleportieren können. Du kannst private Positionen auf local speichern, um die Teleportliste des Servers, die für alle Admins gleich ist, nicht zu überladen.\nDu kannst dich zu einer Position teleportieren, indem Sie auf den Eintrag doppelklickst oder ihn auswählst und die Schaltfläche ""Teleportieren nach"" drückst.\nBeim Hinzufügen neuer Positionen werden die folgenden Formate akzeptiert (Leerzeichen werden ignoriert):\n- x,y,z\n- <x,y,z>\n- x / z (Höhe wird automatisch auf die Welthöhe umgerechnet)","The teleport list allows you to define points on the map admins can quickly teleport to. You can have private positions saved on your PC to not clutter the Servers teleport list, which is the same for all admins.\nYou can teleport to a position by double clicking the entry or by selecting it and pressing the Teleport To button.\nWhen adding new Positions, the following formats are accepted (spaces are ignored):\n- x,y,z\n- <x,y,z>\n- x / z (height is automatically calculated to world height)","The teleport list allows you to define points on the map admins can quickly teleport to. You can have private positions saved on your PC to not clutter the Servers teleport list, which is the same for all admins.\nYou can teleport to a position by double clicking the entry or by selecting it and pressing the Teleport To button.\nWhen adding new Positions, the following formats are accepted (spaces are ignored):\n- x,y,z\n- <x,y,z>\n- x / z (height is automatically calculated to world height)","The teleport list allows you to define points on the map admins can quickly teleport to. You can have private positions saved on your PC to not clutter the Servers teleport list, which is the same for all admins.\nYou can teleport to a position by double clicking the entry or by selecting it and pressing the Teleport To button.\nWhen adding new Positions, the following formats are accepted (spaces are ignored):\n- x,y,z\n- <x,y,z>\n- x / z (height is automatically calculated to world height)","Lista teleportów pozwala zdefiniować punkty na mapie, do których administratorzy mogą szybko się teleportować.\nMożesz mieć prywatne pozycje zapisane na swoim komputerze, aby nie zaśmiecać listy teleportów serwera, która jest wspólna dla wszystkich administratorów.\nMożesz teleportować się do wybranej pozycji, klikając dwukrotnie wpis na liście lub zaznaczając go i naciskając przycisk „Teleportuj się”.\nPodczas dodawania nowych pozycji akceptowane są następujące formaty (spacje są ignorowane):\n- x,y,z\n- <x,y,z>\n- x / z (wysokość jest automatycznie obliczana do wysokości świata)","The teleport list allows you to define points on the map admins can quickly teleport to. You can have private positions saved on your PC to not clutter the Servers teleport list, which is the same for all admins.\nYou can teleport to a position by double clicking the entry or by selecting it and pressing the Teleport To button.\nWhen adding new Positions, the following formats are accepted (spaces are ignored):\n- x,y,z\n- <x,y,z>\n- x / z (height is automatically calculated to world height)","The teleport list allows you to define points on the map admins can quickly teleport to. You can have private positions saved on your PC to not clutter the Servers teleport list, which is the same for all admins.\nYou can teleport to a position by double clicking the entry or by selecting it and pressing the Teleport To button.\nWhen adding new Positions, the following formats are accepted (spaces are ignored):\n- x,y,z\n- <x,y,z>\n- x / z (height is automatically calculated to world height)","The teleport list allows you to define points on the map admins can quickly teleport to. You can have private positions saved on your PC to not clutter the Servers teleport list, which is the same for all admins.\nYou can teleport to a position by double clicking the entry or by selecting it and pressing the Teleport To button.\nWhen adding new Positions, the following formats are accepted (spaces are ignored):\n- x,y,z\n- <x,y,z>\n- x / z (height is automatically calculated to world height)","The teleport list allows you to define points on the map admins can quickly teleport to. You can have private positions saved on your PC to not clutter the Servers teleport list, which is the same for all admins.\nYou can teleport to a position by double clicking the entry or by selecting it and pressing the Teleport To button.\nWhen adding new Positions, the following formats are accepted (spaces are ignored):\n- x,y,z\n- <x,y,z>\n- x / z (height is automatically calculated to world height)","The teleport list allows you to define points on the map admins can quickly teleport to. You can have private positions saved on your PC to not clutter the Servers teleport list, which is the same for all admins.\nYou can teleport to a position by double clicking the entry or by selecting it and pressing the Teleport To button.\nWhen adding new Positions, the following formats are accepted (spaces are ignored):\n- x,y,z\n- <x,y,z>\n- x / z (height is automatically calculated to world height)","The teleport list allows you to define points on the map admins can quickly teleport to. You can have private positions saved on your PC to not clutter the Servers teleport list, which is the same for all admins.\nYou can teleport to a position by double clicking the entry or by selecting it and pressing the Teleport To button.\nWhen adding new Positions, the following formats are accepted (spaces are ignored):\n- x,y,z\n- <x,y,z>\n- x / z (height is automatically calculated to world height)","The teleport list allows you to define points on the map admins can quickly teleport to. You can have private positions saved on your PC to not clutter the Servers teleport list, which is the same for all admins.\nYou can teleport to a position by double clicking the entry or by selecting it and pressing the Teleport To button.\nWhen adding new Positions, the following formats are accepted (spaces are ignored):\n- x,y,z\n- <x,y,z>\n- x / z (height is automatically calculated to world height)","The teleport list allows you to define points on the map admins can quickly teleport to. You can have private positions saved on your PC to not clutter the Servers teleport list, which is the same for all admins.\nYou can teleport to a position by double clicking the entry or by selecting it and pressing the Teleport To button.\nWhen adding new Positions, the following formats are accepted (spaces are ignored):\n- x,y,z\n- <x,y,z>\n- x / z (height is automatically calculated to world height)",
"lb_adm_teleport_muiltiple_confirm","Are you sure you want to teleport %count% players to %name%?","Bist du sicher, dass du %count% Spieler zu %name% teleportieren möchtest?","Are you sure you want to teleport %count% players to %name%?","Are you sure you want to teleport %count% players to %name%?","Are you sure you want to teleport %count% players to %name%?","Czy na pewno chcesz teleportować %count% graczy do %name%?","Are you sure you want to teleport %count% players to %name%?","Are you sure you want to teleport %count% players to %name%?","Are you sure you want to teleport %count% players to %name%?","Are you sure you want to teleport %count% players to %name%?","Are you sure you want to teleport %count% players to %name%?","Are you sure you want to teleport %count% players to %name%?","Are you sure you want to teleport %count% players to %name%?","Are you sure you want to teleport %count% players to %name%?",
"lb_adm_desc_watchlist","The watchlist allows you to keep track of suspicious or otherwise conspicuous players. You can either put them on your\n - Personal watchlist, saving them only visible for you\n - On the Servers watchlist, saving them for this server only\n - Global Watchlist, which is the same for all the servers of the server network you play on","Die Beobachtungsliste ermöglicht es verdächtige oder anderweitig auffällige Spieler im Auge zu behalten. Du kannst sie auf eine der Listen setzen:\n - Persönliche Beobachtungsliste setzen, wobei sie nur für dich sichtbar gespeichert werden\n - Auf die Server-Beobachtungsliste, wobei sie nur für diesen Server gespeichert werden\n - Globale Beobachtungsliste, die für alle Server des Servernetzwerks, auf dem du spielst, gleich ist","The watchlist allows you to keep track of suspicious or otherwise conspicuous players. You can either put them on your\n - Personal watchlist, saving them only visible for you\n - On the Servers watchlist, saving them for this server only\n - Global Watchlist, which is the same for all the servers of the server network you play on","The watchlist allows you to keep track of suspicious or otherwise conspicuous players. You can either put them on your\n - Personal watchlist, saving them only visible for you\n - On the Servers watchlist, saving them for this server only\n - Global Watchlist, which is the same for all the servers of the server network you play on","The watchlist allows you to keep track of suspicious or otherwise conspicuous players. You can either put them on your\n - Personal watchlist, saving them only visible for you\n - On the Servers watchlist, saving them for this server only\n - Global Watchlist, which is the same for all the servers of the server network you play on","Lista obserwacyjna pozwala śledzić podejrzanych lub w inny sposób rzucających się w oczy graczy. Możesz dodać ich do:\n - Swojej osobistej listy obserwacyjnej, widocznej tylko dla Ciebie\n - Listy obserwacyjnej serwera, widocznej tylko na tym serwerze\n - Globalnej listy obserwacyjnej, wspólnej dla wszystkich serwerów w danej sieci serwerów, na której grasz","The watchlist allows you to keep track of suspicious or otherwise conspicuous players. You can either put them on your\n - Personal watchlist, saving them only visible for you\n - On the Servers watchlist, saving them for this server only\n - Global Watchlist, which is the same for all the servers of the server network you play on","The watchlist allows you to keep track of suspicious or otherwise conspicuous players. You can either put them on your\n - Personal watchlist, saving them only visible for you\n - On the Servers watchlist, saving them for this server only\n - Global Watchlist, which is the same for all the servers of the server network you play on","The watchlist allows you to keep track of suspicious or otherwise conspicuous players. You can either put them on your\n - Personal watchlist, saving them only visible for you\n - On the Servers watchlist, saving them for this server only\n - Global Watchlist, which is the same for all the servers of the server network you play on","The watchlist allows you to keep track of suspicious or otherwise conspicuous players. You can either put them on your\n - Personal watchlist, saving them only visible for you\n - On the Servers watchlist, saving them for this server only\n - Global Watchlist, which is the same for all the servers of the server network you play on","The watchlist allows you to keep track of suspicious or otherwise conspicuous players. You can either put them on your\n - Personal watchlist, saving them only visible for you\n - On the Servers watchlist, saving them for this server only\n - Global Watchlist, which is the same for all the servers of the server network you play on","The watchlist allows you to keep track of suspicious or otherwise conspicuous players. You can either put them on your\n - Personal watchlist, saving them only visible for you\n - On the Servers watchlist, saving them for this server only\n - Global Watchlist, which is the same for all the servers of the server network you play on","The watchlist allows you to keep track of suspicious or otherwise conspicuous players. You can either put them on your\n - Personal watchlist, saving them only visible for you\n - On the Servers watchlist, saving them for this server only\n - Global Watchlist, which is the same for all the servers of the server network you play on","The watchlist allows you to keep track of suspicious or otherwise conspicuous players. You can either put them on your\n - Personal watchlist, saving them only visible for you\n - On the Servers watchlist, saving them for this server only\n - Global Watchlist, which is the same for all the servers of the server network you play on",
"lb_adm_watchlist_delete_confirm","Are your sure you want to delete %steamid% (%name%) from the watchlist?","Bist du sicher, dass du %steamid% (%name%) von der Beobachtungsliste löschen möchtest?","Are your sure you want to delete %steamid% (%name%) from the watchlist?","Are your sure you want to delete %steamid% (%name%) from the watchlist?","Are your sure you want to delete %steamid% (%name%) from the watchlist?","Czy na pewno chcesz usunąć %steamid% (%name%) z listy obserwacyjnej?","Are your sure you want to delete %steamid% (%name%) from the watchlist?","Are your sure you want to delete %steamid% (%name%) from the watchlist?","Are your sure you want to delete %steamid% (%name%) from the watchlist?","Are your sure you want to delete %steamid% (%name%) from the watchlist?","Are your sure you want to delete %steamid% (%name%) from the watchlist?","Are your sure you want to delete %steamid% (%name%) from the watchlist?","Are your sure you want to delete %steamid% (%name%) from the watchlist?","Are your sure you want to delete %steamid% (%name%) from the watchlist?",
"lb_adm_added","Added","Hinzugefügt","Added","Added","Added","Dodano","Added","Added","Added","Added","Added","Added","Added","Added",
"lb_adm_last_modified","Last modified","Zuletzt bearbeitet","Last modified","Last modified","Last modified","Ostatnio zmodyfikowano","Last modified","Last modified","Last modified","Last modified","Last modified","Last modified","Last modified","Last modified",
"lb_adm_added_by","Added By","Hinzugefügt von","Added By","Added By","Added By","Dodano Przez","Added By","Added By","Added By","Added By","Added By","Added By","Added By","Added By",
"lb_adm_title_environment_manager","Environment Manager","Umweltmanager","Environment Manager","Environment Manager","Environment Manager","Menedżer Środowiska","Environment Manager","Environment Manager","Environment Manager","Environment Manager","Environment Manager","Environment Manager","Environment Manager","Environment Manager",
